Show,,Status,Renewal,TVSeason,Network,Season,Episode,AirDay,AirTime,AirDayInitial,AirTimeInitial,AirDayTimeInitial,ChangeAirDayTime,Debut on Different Day,Premier Date,Finale Date,DaysfromTVSeasonPremiere,SeasonDays,18to49_Avg,18to49_Premiere,18to49_Max,18to49_Min,18to49_YrtoYrChange,18to49_LossGainPremiere,18to49_%DropPremiere,Total_Avg,Total_Premiere,Total_Max,Total_Min,Total_YrtoYrChange,Total_LossGainPremiere,Total_%DropPremiere,18to49_1,18to49_2,18to49_3,18to49_4,18to49_5,18to49_6,18to49_7,18to49_8,18to49_9,18to49_10,18to49_11,18to49_12,18to49_13,18to49_14,18to49_15,18to49_16,18to49_17,18to49_18,18to49_19,18to49_20,18to49_21,18to49_22,18to49_23,18to49_24,18to49_25,Average per Episode,Loss/Gain,%Drop,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23,Total_24,Total_25,Average per Episode,Loss/Gain,%Drop
Arrow,Arrow2015,Renewed,1,2015,CW,4,23,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,10/7/15,5/25/16,16,231,0.94,1.1,1.4,0.7,-0.0714,-0.16,0.1455,2.81,2.67,3.66,1.94,-0.098,0.14,-0.0524,1.1,1,0.9,0.9,1.1,0.9,1.1,1.4,1,1.1,1.1,0.9,0.9,0.9,1,0.7,0.9,0.8,0.9,0.7,0.8,0.7,0.8,,,0.94,-0.3,14.62,2.67,2.5,2.4,2.64,2.6,2.3,2.69,3.66,2.82,2.83,2.78,2.48,2.44,2.44,2.7,2.09,2.34,2.24,2.27,2.07,2.16,1.94,2.19,,,2.49,-0.48,6.77
Arrow,Arrow2016,Renewed,1,2016,CW,5,23,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,10/5/16,5/24/17,47,231,0.63,0.7,1.3,0.5,-0.3446,-0.07,0.1,1.99,1.87,3.55,1.36,-0.2948,0.12,-0.0642,0.7,0.7,0.6,0.7,0.6,0.7,0.7,1.3,0.7,0.6,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,,,0.63,-0.1,10.56,1.87,1.94,1.79,1.87,1.61,1.95,1.86,3.55,1.94,1.68,1.91,1.61,1.66,1.54,1.6,1.53,1.38,1.55,1.36,1.36,1.65,1.44,1.72,,,1.76,-0.15,6.14
Arrow,Arrow2017,Renewed,1,2017,CW,6,23,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,10/12/17,5/17/18,32,217,0.43,0.6,0.9,0.3,-0.31,-0.17,0.2833,2.22,1.52,2.52,0.87,-0.2778,0.7,-0.4605,0.6,0.5,0.5,0.5,0.5,0.5,0.3,0.9,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.3,0.4,,,0.43,-0.2,27.54,1.52,1.51,1.34,1.33,1.29,1.28,1.09,2.52,1.3,1.38,1.38,1.24,1.3,1.11,1.28,1.12,0.87,1.06,0.96,0.87,1.1,1,1.31,,,1.27,-0.21,16.59
Arrow,Arrow2018,Renewed/Ending,1,2018,CW,7,22,Mon,8:00 PM/9:00 PM,Mon,8:00 PM,Mon 8:00 PM,1,No,10/15/18,5/13/19,36,210,0.35,0.4,0.8,0.2,-0.2067,-0.05,0.125,1.51,1.43,2.06,0.63,-0.1427,0.08,-0.0559,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.5,0.8,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,,,0.35,-0.2,13.64,1.43,1.18,1.15,1.08,1.26,1.03,1.31,1.35,2.06,1.22,1.12,1.04,1.09,0.89,1.02,1,1.01,0.71,0.71,0.64,0.63,0.95,,,,1.09,-0.48,24.09
Back In The Game,Back In The Game2013,Cancelled,0,2013,ABC,1,10,Wed,8:30 PM,Wed,8:30 PM,Wed 8:30 PM,0,No,9/25/13,12/11/13,9,77,1.75,2.2,2.2,1.4,0,-0.45,0.2045,6.57,8.01,8.01,5.12,0,-1.44,0.1798,2.2,1.9,1.8,1.9,1.7,1.7,1.8,1.6,1.4,1.5,,,,,,,,,,,,,,,,1.75,-0.7,20.45,8.01,6.71,6.53,6.35,6.27,6.11,6.47,6.14,5.12,6.14,,,,,,,,,,,,,,,,6.39,-1.87,20.29
Backstrom,Backstrom2014,Cancelled,0,2014,FOX,1,13,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,1/22/15,4/30/15,128,98,1.01,1.9,1.9,0.7,0,-0.89,0.4684,6.16,7.98,7.98,2.8,0,-1.82,0.2281,1.9,1.4,1,1.2,0.9,0.9,1,0.9,0.8,0.8,0.8,0.8,0.7,,,,,,,,,,,,,1.01,-1.2,46.96,7.98,5.32,3.64,4.39,3.54,3.81,3.9,3.58,3.16,3.29,3.39,3,2.8,,,,,,,,,,,,,3.98,-5.18,50.07
Bad Judge,Bad Judge2014,Cancelled,0,2014,NBC,1,13,Thu,9:00 PM,Thu,9:00 PM,Thu 9:00 PM,0,No,10/2/14,1/22/15,16,112,0.94,1.3,1.3,0.5,0,-0.36,0.2769,4.82,5.84,5.84,2.11,0,-1.02,0.1747,1.3,1.3,1.2,1,0.9,0.9,0.9,0.9,1.1,0.5,0.8,0.7,0.7,,,,,,,,,,,,,0.94,-0.6,27.81,5.84,5.24,4.68,4.39,3.9,3.68,3.2,3.46,3.75,2.11,3.19,2.71,2.85,,,,,,,,,,,,,3.77,-2.99,35.46
Bad Teacher,Bad Teacher2013,Cancelled,0,2013,CBS,1,13,Thu/Sat,9:30 PM/8:00 PM/9:00 PM,Thu,9:30 PM,Thu 9:30 PM,1,No,4/24/14,7/26/14,220,93,0.74,2.1,2.1,0.2,0,-1.36,0.6476,4.52,7.8,7.8,1.32,0,-3.28,0.4205,2.1,1.4,1.3,1.4,1.1,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,1.46,-1,30.48,7.8,6.5,5.73,5.48,4.34,1.43,1.32,1.45,1.39,1.5,1.4,1.5,1.5,,,,,,,,,,,,,5.97,-3.46,23.46
Battle Creek,Battle Creek2014,Cancelled,0,2014,CBS,1,13,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,3/1/15,5/22/15,166,82,0.75,1,1,0.6,0,-0.25,0.25,6.58,7.92,7.92,4.71,0,-1.34,0.1692,1,0.8,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.6,,,,,,,,,,,,,0.75,-0.4,25.38,7.92,6.93,6.79,6.05,6.02,5.58,6.48,6.14,6.18,6.31,5.1,5.3,4.71,,,,,,,,,,,,,6.12,-3.21,22.78
Beauty and the Beast,Beauty and the Beast2013,Renewed,1,2013,CW,2,18,Mon,9:00 PM,Mon,9:00 PM,Mon 9:00 PM,0,No,10/7/13,7/7/14,21,273,0.31,0.3,0.4,0.2,-0.5231,0.01,-0.0333,0.62,0.86,1.06,0.68,-0.5004,-0.24,0.2791,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.4,0.3,,,,,,,,0.31,0,-1.85,0.86,0.9,0.82,0.83,0.68,0.75,0.68,0.74,0.71,0.74,0.82,0.93,0.74,0.87,0.8,1.06,0.87,0.76,,,,,,,,0.81,0.01,5.61
Believe,Believe2013,Cancelled,0,2013,NBC,1,12,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,Yes,3/10/14,6/15/14,175,97,1.16,2.7,2.7,0.7,0,-1.54,0.5704,7.63,10.56,10.56,2.92,0,-2.93,0.2775,2.7,1.5,1.2,1.1,1,1,1.1,1,1,0.7,0.9,0.7,,,,,,,,,,,,,,1.2,-1.8,55.56,10.56,6.57,5.13,4.89,4.25,4.34,4.54,4.51,4.33,2.92,4.31,3.2,,,,,,,,,,,,,,5.12,-6.25,51.49
Betrayal,Betrayal2013,Cancelled,0,2013,ABC,1,13,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,9/29/13,1/19/14,13,112,0.89,1.5,1.5,0.7,0,-0.61,0.4067,5.34,5.16,5.16,2.74,0,0.18,-0.0349,1.5,1.1,0.8,0.9,0.9,1,0.8,0.9,0.7,0.8,0.7,0.8,0.7,,,,,,,,,,,,,0.89,-0.8,40.51,5.16,3.9,2.88,3.51,3.3,3.44,3.2,3.39,3.05,3.6,3.38,2.74,3.31,,,,,,,,,,,,,3.45,-1.85,33.12
Black Box,Black Box2013,Cancelled,0,2013,ABC,1,13,Thu,10:00 PM/8:00 PM,Thu,10:00 PM,Thu 10:00 PM,1,No,4/24/14,7/24/14,220,91,0.88,1.5,1.5,0.6,0,-0.62,0.4133,4.16,6.87,6.87,3.72,0,-2.71,0.3945,1.5,1.3,1.2,1.1,0.8,0.8,0.7,0.6,0.6,0.9,0.6,0.7,0.7,,,,,,,,,,,,,0.88,,,6.87,5.6,4.64,4.31,3.8,3.81,4.06,3.77,3.72,5.13,3.73,3.93,3.93,,,,,,,,,,,,,4.41,,
Black Lightning,Black Lightning2017,Renewed,1,2017,CW,1,13,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,1/16/18,4/17/18,128,91,0.56,0.8,0.8,0.5,0,-0.24,0.3,3.25,2.31,2.31,1.45,0,0.94,-0.4069,0.8,0.6,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,0.57,-0.3,29.17,2.31,1.94,2.21,1.88,1.81,1.64,1.46,1.45,1.55,1.55,1.5,1.54,1.68,,,,,,,,,,,,,1.73,-0.63,25.01
Black Lightning,Black Lightning2018,Renewed,1,2018,CW,2,16,Tue/Mon,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,1,No,10/9/18,3/18/19,30,160,0.3,0.4,0.4,0.2,-0.4694,-0.1,0.25,2.13,1.16,1.18,0.75,-0.4441,0.97,-0.8362,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,,,,,,,,,,0.3,-0.2,25,1.16,1.02,1.18,0.97,0.9,0.99,1.06,0.96,1.13,0.86,0.93,0.94,0.94,0.77,0.75,0.85,,,,,,,,,,0.96,-0.31,16.97
Black-ish,Black-ish2014,Renewed,1,2014,ABC,1,24,Wed,9:30 PM,Wed,9:30 PM,Wed 9:30 PM,0,No,9/24/14,5/20/15,8,238,2.29,3.3,3.3,1.6,0,-1.01,0.3061,7.57,10.85,10.85,5.36,0,-3.28,0.3023,3.3,2.6,2.9,2.5,2.4,2.7,2.5,2.6,2.1,2.3,2.1,1.9,2.1,2.2,2.2,2.3,2.1,2.4,1.9,2.1,2,2.2,2,1.6,,2.29,-1.7,30.56,10.85,8.29,7.93,6.93,7.95,7.67,7.78,7.82,6.82,7.28,6.23,6.51,6.83,6.4,6.63,6.72,6.43,7.43,6.09,6.57,5.94,6.89,6.14,5.36,,7.06,-5.49,34.91
Black-ish,Black-ish2015,Renewed,1,2015,ABC,2,24,Wed,9:30 PM,Wed,9:30 PM,Wed 9:30 PM,0,No,9/23/15,5/18/16,2,238,1.78,2.4,2.4,1.5,-0.2193,-0.62,0.2583,6.26,7.3,7.3,4.97,-0.1764,-1.04,0.1425,2.4,1.8,1.9,1.8,1.8,1.9,1.8,1.9,1.6,1.7,2.1,1.9,1.7,1.8,1.8,1.9,1.9,1.9,1.6,1.5,1.5,1.6,1.5,1.5,,1.78,-0.9,25.69,7.3,5.94,5.86,5.66,5.79,6.18,5.97,6.08,5.45,5.97,6.29,6.06,5.72,6.02,5.74,6.18,6.12,5.98,5.48,5.67,4.97,5.59,5.29,5.05,,5.85,-2.25,19.89
Black-ish,Black-ish2016,Renewed,1,2016,ABC,3,24,Wed,9:30 PM,Wed,9:30 PM,Wed 9:30 PM,0,No,9/21/16,5/10/17,33,231,1.51,2,2,1.2,-0.1451,-0.49,0.245,5.6,6.39,6.39,4.17,-0.1165,-0.79,0.1236,2,1.6,1.5,1.8,1.7,1.5,1.5,1.7,1.2,1.6,1.7,1.7,1.4,1.5,1.5,1.6,1.4,1.5,1.5,1.3,1.2,1.3,1.2,1.3,,1.51,-0.7,24.58,6.39,5.58,5.18,5.84,5.74,5.27,5.52,5.37,4.22,5.46,5.79,5.68,4.6,5.31,5.27,5.32,5.09,4.83,4.93,4.58,4.42,4.22,4.17,4.75,,5.15,-1.64,19.45
Black-ish,Black-ish2017,Renewed,1,2017,ABC,4,23,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,10/3/17,5/15/18,23,224,1.2,1.5,2.6,0.9,-0.2146,-0.3,0.2,4.61,4.71,8.58,2.86,-0.1736,-0.1,0.0212,1.5,1.3,1.1,1.1,1,1.1,1.1,1,1.2,1.1,1,1,1,0.9,0.9,1.1,2.6,1.5,1.3,1.1,1.2,1.2,1.2,,,1.18,-0.3,21.21,4.71,4.43,4.13,3.98,3.53,3.7,3.86,4.04,4.29,4.02,3.75,3.76,3.72,3.01,2.86,3.9,8.58,5.27,4.9,4.04,4.45,4.32,4.96,,,4.27,0.25,9.34
Black-ish,Black-ish2018,Renewed,1,2018,ABC,5,23,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,10/16/18,5/21/19,37,217,0.79,1,1.1,0.6,-0.3406,-0.21,0.21,3.78,4.1,4.22,2.72,-0.2302,-0.32,0.078,1,0.9,1.1,1,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.6,0.7,,,0.79,-0.3,21.3,4.1,3.72,4.22,4.04,3.48,3.53,3.54,3.6,3.43,3.32,3.36,3.11,2.88,3.1,2.72,2.75,2.72,2.83,3.49,3.17,2.84,2.77,2.89,,,3.29,-1.21,19.82
Bless This Mess,Bless This Mess2018,Renewed,1,2018,ABC,1,6,Tue,10:30 PM/9:30 PM,Tue,10:30 PM,Tue 10:30 PM,1,No,4/16/19,5/21/19,219,35,0.67,0.9,0.9,0.6,0,-0.23,0.2556,5.05,4.72,4.72,2.21,0,0.33,-0.0699,0.9,0.7,0.6,0.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,0.67,-0.3,25.93,4.72,3.58,3.15,2.21,2.66,2.84,,,,,,,,,,,,,,,,,,,,3.19,-1.88,32.34
Blindspot,Blindspot2015,Renewed,1,2015,NBC,1,23,Mon,10:00 PM,Mon,10:00 PM,Mon 10:00 PM,0,No,9/21/15,5/23/16,0,245,1.83,3.1,3.1,1.3,0,-1.27,0.4097,7.75,10.61,10.61,5.27,0,-2.86,0.2696,3.1,2.6,2.4,2.5,2.1,2.1,2.2,2.2,2.1,1.9,1.8,1.7,1.6,1.5,1.6,1.3,1.4,1.3,1.4,1.3,1.3,1.3,1.3,,,1.85,-1.8,40.32,10.61,9.11,9.06,8.45,7.82,7.91,8.02,7.67,7.74,7.03,6.85,6.59,6.25,5.89,5.99,5.54,5.53,5.46,5.58,5.43,5.61,5.27,5.85,,,6.97,-5.34,34.28
Blindspot,Blindspot2016,Renewed,1,2016,NBC,2,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/14/16,5/17/17,26,245,1.03,1.5,1.5,0.8,-0.4359,-0.47,0.3133,5.57,7.01,7.01,3.92,-0.2928,-1.44,0.2054,1.5,1.3,1.3,1.3,1.1,1.2,1.1,1,1.1,1.1,1,0.9,1,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.8,0.9,,,,1.03,-0.6,31.21,7.01,6.08,5.6,5.7,5.53,5.24,5.2,4.9,5,5.14,5.01,4.7,4.64,4.07,4.13,4.26,4.32,4.34,4.33,4.18,3.92,4.28,,,,4.89,-2.73,30.24
Blindspot,Blindspot2017,Renewed,1,2017,NBC,3,22,Fri,8:00 PM,Fri,8:00 PM,Fri 8:00 PM,0,No,10/27/17,5/18/18,47,203,0.62,0.7,0.7,0.5,-0.4053,-0.08,0.1143,3.36,4.13,4.13,2.69,-0.3337,-0.77,0.1864,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,,,,0.62,-0.2,11.69,4.13,3.5,3.38,3.37,3.35,3.5,3.33,3.5,3.56,3.55,3.75,3.2,3.12,3.03,3.4,3.27,2.93,2.72,2.69,2.75,2.76,2.98,,,,3.26,-1.15,21.01
Blindspot,Blindspot2018,Renewed/Ending,1,2018,NBC,4,22,Fri,8:00 PM,Fri,8:00 PM,Fri 8:00 PM,0,No,10/12/18,5/31/19,33,231,0.46,0.5,0.6,0.3,-0.2395,-0.04,0.08,2.79,2.95,3.51,2.05,-0.1467,-0.16,0.0542,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,,,,0.46,-0.2,8.18,2.95,2.52,2.5,2.43,2.69,2.54,2.65,2.81,3.03,3.05,2.85,3.51,2.9,3.16,2.62,2.96,2.89,2.86,2.97,2.81,2.49,2.05,,,,2.78,-0.9,5.64
Blood and Oil,Blood and Oil2015,Cancelled,0,2015,ABC,1,10,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/27/15,12/13/15,6,77,0.96,1.4,1.4,0.8,0,-0.44,0.3143,5.45,6.36,6.36,3.13,0,-0.91,0.1431,1.4,1.3,0.9,0.9,0.9,0.8,0.8,0.9,0.9,0.8,,,,,,,,,,,,,,,,0.96,-0.6,31.43,6.36,5.28,3.91,3.5,3.77,3.26,3.4,3.2,3.23,3.13,,,,,,,,,,,,,,,,3.9,-3.23,38.62
Blue Bloods,Blue Bloods2013,Renewed,1,2013,CBS,4,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/27/13,5/9/14,11,224,1.4,1.7,1.7,1.2,-0.001,-0.3,0.1765,10.9,11.7,12.93,10.52,0.0633,-0.8,0.0684,1.7,1.4,1.4,1.3,1.3,1.2,1.3,1.4,1.5,1.2,1.2,1.5,1.4,1.6,1.4,1.4,1.4,1.5,1.4,1.4,1.5,1.4,,,,1.4,-0.3,17.65,11.7,11.37,10.56,10.56,11.27,11.01,10.97,11.79,11.9,10.94,10.52,12.68,12.62,12.93,11.96,12.03,11.68,11.69,11.05,11.05,11.59,11.78,,,,11.53,0.08,1.46
Blue Bloods,Blue Bloods2014,Renewed,1,2014,CBS,5,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/26/14,5/1/15,10,217,1.29,1.2,1.5,1,-0.0812,0.09,-0.075,9.7,10.93,12.86,9.99,-0.0196,-1.23,0.1125,1.2,1.2,1.3,1.2,1.3,1.1,1.3,1.3,1.2,1.4,1.4,1.4,1.3,1.3,1.3,1.5,1.4,1.4,1.3,1.2,1,1.3,,,,1.29,0.1,-7.2,10.93,10.85,11.09,10.7,11.42,11.39,11.51,11.62,11.09,11.61,12.86,12.73,11.87,11.32,11.46,11.6,11.03,11.07,10.7,10.31,9.99,11.28,,,,11.29,0.35,-3.31
Blue Bloods,Blue Bloods2015,Renewed,1,2015,CBS,6,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/25/15,5/6/16,4,224,1.24,1.3,1.5,1.1,-0.0401,-0.06,0.0462,9.48,10.08,11.56,9.7,-0.0696,-0.6,0.0595,1.3,1.3,1.3,1.1,1.2,1.1,1.3,1.2,1.1,1.1,1.4,1.3,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.3,1.2,1.1,,,,1.24,-0.2,4.55,10.08,11.41,10.74,10.61,10.42,9.7,10.9,10.33,11.01,9.95,10.85,10.62,11.56,10.92,10.74,10.33,9.83,10.4,10.35,10.41,10.13,10.1,,,,10.52,0.02,-4.34
Blue Bloods,Blue Bloods2016,Renewed,1,2016,CBS,7,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/23/16,5/5/17,35,224,1.15,1.3,1.3,0.8,-0.0825,-0.15,0.1154,9.26,10.55,10.79,8.74,-0.0533,-1.29,0.1223,1.3,1.3,1.2,1.3,1.1,1.1,1.1,1.3,1.2,1.2,1.3,1.3,1.2,1.1,1.2,1.1,1,1.1,1,1,0.8,1,,,,1.15,-0.3,11.89,10.55,10.56,9.85,10.22,10.03,8.88,9.76,10.27,10.36,10.18,10.79,10.48,9.77,10.13,10.65,10.15,9.36,9.62,9.77,9.43,8.74,9.24,,,,9.95,-1.31,5.73
Blue Bloods,Blue Bloods2017,Renewed,1,2017,CBS,8,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/29/17,5/11/18,19,224,0.9,1.1,1.1,0.7,-0.2701,-0.2,0.1818,8.76,10.04,10.17,7.78,-0.1358,-1.28,0.1275,1.1,1,0.9,0.9,0.9,0.9,1,0.9,0.8,0.9,1,1,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.8,0.7,0.9,,,,0.9,-0.2,18.6,10.04,9.49,8.98,9.08,8.29,9.27,9.94,9.25,8.84,9.4,9.98,10.17,9.45,9.32,9.06,8.95,8.43,8.75,8.25,8.13,7.78,8.88,,,,9.08,-1.16,9.58
Blue Bloods,Blue Bloods2018,Renewed,1,2018,CBS,9,22,Fri,10:00 PM,Fri,10:00 PM,Fri 10:00 PM,0,No,9/28/18,5/10/19,19,224,0.79,0.9,0.9,0.6,-0.1309,-0.11,0.1222,7.95,8.79,9.13,7.62,-0.0715,-0.84,0.0956,0.9,0.8,0.8,0.8,0.7,0.8,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.7,0.8,0.9,0.6,0.8,0.7,0.7,0.7,0.8,,,,0.79,-0.1,12.63,8.79,8.57,8.31,8.46,7.9,8.73,8.97,8.63,8.43,8.9,8.6,9.05,9.13,7.62,8.93,8.26,7.78,7.9,8.08,7.78,8.13,8.48,,,,8.43,-0.31,4.11
Bob's Burgers,Bob's Burgers2013,Renewed,1,2013,FOX,4,22,Sun,8:30 PM/7:00 PM,Sun,8:30 PM,Sun 8:30 PM,1,No,9/29/13,5/18/14,13,231,1.47,2.2,2.9,0.6,-0.2407,-0.73,0.3318,3.92,4.48,6.35,1.52,-0.2275,-0.56,0.125,2.2,1.9,1.8,1.5,1.9,1.6,2.1,2.4,2.9,2,1.5,1,1.1,1.2,1,0.9,0.8,0.6,1.1,1.1,0.9,0.9,,,,1.6,-1.3,27.27,4.48,4.21,3.75,3.17,4.08,3.39,4.6,5.57,6.35,4.2,3.24,2.2,2.4,2.45,2.26,2.27,1.83,1.52,2.26,2.23,1.97,1.95,,,,3.48,-2.53,22.4
Bob's Burgers,Bob's Burgers2014,Renewed,1,2014,FOX,5,21,Sun,7:30 PM/9:30 PM,Sun,7:30 PM,Sun 7:30 PM,1,No,10/5/14,5/17/15,19,224,1.23,1.5,2,0.9,-0.1678,-0.27,0.18,2.85,3.14,3.95,1.9,-0.1871,-0.29,0.0924,1.5,1.5,1.7,0.9,1,1.6,1.3,2,1.6,1.2,1,0.9,1.4,1.2,1,1,0.9,1,1.2,0.9,1.1,,,,,1.22,-0.3,13.42,3.14,2.89,3.35,1.9,2.23,3.18,2.54,3.95,3.34,2.49,1.94,2.01,3.03,2.56,2.24,2.21,2.04,2.24,2.47,1.95,2.44,,,,,2.288,-0.99,18.15
Bob's Burgers,Bob's Burgers2015,Renewed,1,2015,FOX,6,19,Sun,7:30 PM/8:30 PM,Sun,7:30 PM,Sun 7:30 PM,1,No,9/27/15,5/22/16,6,238,1.04,1.2,1.4,0.9,-0.1401,-0.16,0.1333,2.62,2.51,3.13,1.09,-0.1132,0.11,-0.0438,1.2,0.9,1,1.4,1,1,1,1.1,1.1,1,1,0.9,1.1,1,1.1,1,1,1,0.9,,,,,,,1.05,-0.3,13.42,2.51,2.19,1.09,3.13,2.27,2.26,2.05,2.29,2.64,2.28,2.05,2.99,2.35,2.18,2.35,2.31,2.27,2.23,2.04,,,,,,,2.288,-0.99,18.15
Bob's Burgers,Bob's Burgers2016,Renewed,1,2016,FOX,7,21,Sun,7:30 PM,Sun,7:30 PM,Sun 7:30 PM,0,No,9/25/16,6/11/17,37,259,0.95,1.1,1.5,0.6,-0.1061,-0.15,0.1364,2.45,2.6,3.58,1.52,-0.081,-0.15,0.0577,1.1,1.2,1.4,1,1.1,1.2,1.1,1.5,0.8,0.9,0.8,0.8,0.6,0.8,0.9,0.7,0.8,0.9,0.7,0.9,0.8,,,,,0.95,-0.3,13.42,2.6,2.79,3.01,2.42,2.35,2.46,2.44,3.58,1.67,1.97,1.78,1.82,1.87,1.83,1.9,1.52,1.58,1.88,1.59,2.02,1.61,,,,,2.13,-0.99,18.15
Bob's Burgers,Bob's Burgers2017,Renewed,1,2017,FOX,8,21,Sun,7:30 PM,Sun,7:30 PM,Sun 7:30 PM,0,No,10/1/17,5/20/18,21,231,1.01,1.3,2.1,0.7,0.0738,-0.29,0.2231,2.91,2.93,4.76,1.54,0.0636,-0.02,0.0068,1.3,1.1,1.3,1.4,1.1,1.4,1.4,2.1,0.8,0.8,0.9,0.7,0.8,0.9,0.8,0.8,0.7,0.7,0.8,0.7,0.7,,,,,1.01,-0.6,22.34,2.93,2.43,3.02,2.89,2.37,3.17,3.17,4.76,1.84,1.72,1.74,1.54,1.74,1.83,1.66,1.91,1.56,1.56,1.88,1.65,1.62,,,,,2.24,-1.31,23.63
Bob's Burgers,Bob's Burgers2018,Renewed,1,2018,FOX,9,22,Sun,8:30 PM,Sun,8:30 PM,Sun 8:30 PM,0,No,9/30/18,5/12/19,21,224,1.04,1.1,2.1,0.6,0.0291,-0.06,0.0545,2.39,2.47,4.89,1.48,0.093,-0.08,0.0324,1.1,1.3,0.9,1.3,1.3,1,1.2,0.9,1.2,1.8,0.9,2.1,0.7,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.7,0.6,,,,1.04,-0.5,5.37,2.47,3.08,2.14,2.8,3.16,2.23,2.91,1.97,2.99,4.35,2.21,4.89,1.66,2.18,1.93,2,2.08,2.03,1.76,1.84,1.58,1.48,,,,2.44,-0.99,1.1
Bones,Bones2013,Renewed,1,2013,FOX,9,24,Mon/Fri,8:00 PM,Mon,8:00 PM,Mon 8:00 PM,1,No,9/16/13,5/19/14,0,245,1.72,2.3,2.3,1.2,-0.1961,-0.58,0.2522,6.89,7.76,7.76,5.18,-0.1475,-0.87,0.1121,2.3,1.9,2.2,2.1,2,2.2,2,2,1.2,1.5,1.7,1.5,1.5,1.8,1.6,1.7,1.4,1.4,1.5,1.6,1.4,1.5,1.7,1.6,,1.72,-0.7,25.18,7.76,6.74,7.26,7.3,7.3,7.6,6.97,7.35,5.18,5.78,6.91,6.88,6.78,7.49,6.78,6.55,5.63,5.82,5.72,6.58,5.79,5.97,6.38,6.04,,6.61,-1.72,14.86
